"시점","자동화수준별(1)",자동화수준별(2),자동화수준별(3),전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,전체,정보화발전단계,정보화발전단계,정보화발전단계,정보화발전단계
"시점","자동화수준별(1)",자동화수준별(2),자동화수준별(3),제조업,제조업,제조업,제조업,제조업,제조업,제조업,제조업,건설업,건설업,건설업,건설업,건설업,건설업,건설업,건설업,도소매업,도소매업,도소매업,도소매업,도소매업,도소매업,도소매업,도소매업,운수업,운수업,운수업,운수업,운수업,운수업,운수업,운수업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,정보통신업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,지식서비스업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,녹색/환경산업,단위정보화 단계,기업내통합단계,기업간협력단계,전략적혁신단계
"시점","자동화수준별(1)",자동화수준별(2),자동화수준별(3),소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,5~20억원 미만,20~50억원 미만,50~80억원 미만,80~120억원 미만,120~200억원 미만,200~500억원 미만,500~1500억원 미만,소계,소계,소계,소계
"2021","응답기업수 (개)",소계,소계,1984,318,346,224,211,236,363,286,444,85,76,51,45,52,78,57,637,102,110,68,71,87,114,85,273,54,52,35,30,35,48,19,243,45,43,26,23,30,37,39,271,64,55,29,32,36,42,13,148,24,37,19,16,17,25,10,5,114,3685,196
"2021","공정 자동화 (%)",미구축,소계,34.8,62.3,51.2,39.7,28.0,23.7,19.6,14.0,73.0,84.7,88.2,66.7,62.2,78.8,73.1,43.9,66.7,87.3,65.5,66.2,69.0,57.5,65.8,52.9,69.6,81.5,71.2,85.7,60.0,62.9,62.5,47.4,36.2,44.4,41.9,46.2,34.8,36.7,35.1,15.4,56.1,79.7,58.2,55.2,62.5,44.4,31.0,30.8,67.6,79.2,75.7,84.2,81.3,64.7,44.0,20.0,80.0,61.4,49.3,39.3
"2021","공정 자동화 (%)",구축,소계,65.2,37.7,48.8,60.3,72.0,76.3,80.4,86.0,27.0,15.3,11.8,33.3,37.8,21.2,26.9,56.1,33.3,12.7,34.5,33.8,31.0,42.5,34.2,47.1,30.4,18.5,28.8,14.3,40.0,37.1,37.5,52.6,63.8,55.6,58.1,53.8,65.2,63.3,64.9,84.6,43.9,20.3,41.8,44.8,37.5,55.6,69.0,69.2,32.4,20.8,24.3,15.8,18.8,35.3,56.0,80.0,20.0,38.6,50.7,60.7
"2021","공정 자동화 (%)",구축,부분 자동화,49.5,31.4,40.8,50.9,58.8,63.6,57.3,50.7,21.6,10.6,11.8,25.5,31.1,17.3,24.4,40.4,26.2,9.8,28.2,32.4,22.5,33.3,25.4,35.3,20.9,14.8,21.2,14.3,33.3,22.9,18.8,31.6,26.7,33.3,25.6,15.4,34.8,16.7,29.7,28.2,25.1,9.4,30.9,31.0,18.8,38.9,31.0,23.1,27.7,20.8,21.6,10.5,18.8,29.4,40.0,80.0,20.0,33.3,37.4,30.6
"2021","공정 자동화 (%)",구축,전반적 자동화,12.6,4.4,5.5,7.6,11.4,11.0,18.5,28.7,3.4,2.4,0.0,3.9,2.2,3.8,1.3,12.3,4.6,2.0,2.7,1.5,4.2,3.4,7.0,10.6,7.7,1.9,5.8,0.0,6.7,11.4,16.7,15.8,18.1,11.1,18.6,15.4,13.0,26.7,16.2,25.6,14.0,9.4,3.6,13.8,12.5,11.1,31.0,38.5,3.4,0.0,0.0,5.3,0.0,5.9,12.0,0.0,0.0,4.4,9.8,17.3
"2021","공정 자동화 (%)",구축,완전 자동화,1.8,0.6,1.4,1.3,1.4,1.3,2.5,3.8,1.1,0.0,0.0,2.0,2.2,0.0,1.3,3.5,0.8,0.0,0.9,0.0,1.4,1.1,1.8,0.0,0.7,0.0,1.9,0.0,0.0,0.0,2.1,0.0,9.5,8.9,4.7,11.5,4.3,6.7,13.5,15.4,4.1,0.0,7.3,0.0,6.3,2.8,7.1,7.7,0.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.9,1.9,6.6
"2021","공정 자동화 (%)",구축,유연 자동화,1.2,0.9,0.9,0.0,0.5,0.4,1.9,2.8,0.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.8,1.0,0.9,0.0,1.4,2.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.9,2.2,2.3,3.8,8.7,10.0,2.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.6
"2021","공정 자동화 (%)",구축,자율화,0.2,0.3,0.3,0.4,0.0,0.0,0.3,0.0,0.7,2.4,0.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,1.8,0.0,1.4,2.3,0.0,1.2,0.7,1.9,0.0,0.0,0.0,2.9,0.0,0.0,4.5,0.0,7.0,7.7,4.3,3.3,2.7,7.7,0.7,1.6,0.0,0.0,0.0,2.8,0.0,0.0,0.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.6
